Year;Sort;Destination;Total;Other North;Other South;Afghanistan;Albania;Algeria;American Samoa;Andorra;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia (Plurinational State of);Bosnia and Herzegovina;Botswana;Brazil;British Virgin Islands;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cabo Verde;Cambodia;Cameroon;Canada;Caribbean Netherlands;Cayman Islands;Central African Republic;Chad;Channel Islands;Chile;China;China, Hong Kong SAR;China, Macao SAR;Colombia;Comoros;Congo;Cook Islands;Costa Rica;Cªte d'Ivoire;Croatia;Cuba;Curaçao;Cyprus;Czechia;Dem. People's Republic of Korea;Democratic Republic of the Congo;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Falkland Islands (Malvinas);Fiji;Finland;France;French Guiana;French Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Holy See;Honduras;Hungary;Iceland;India;Indonesia;Iran (Islamic Republic of);Iraq;Ireland;Isle of Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kuwait;Kyrgyzstan;Lao People's Democratic Republic;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Martinique;Mauritania;Mauritius;Mayotte;Mexico;Micronesia (Fed. States of);Monaco;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Niue;Northern Mariana Islands;Norway;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto Rico;Qatar;Republic of Korea;Republic of Moldova;R_union;Romania;Russian Federation;Rwanda;Saint Helena;Saint Kitts and Nevis;Saint Lucia;Saint Pierre and Miquelon;Saint Vincent and the Grenadines;Samoa;San Marino;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Sint Maarten (Dutch part);Slovakia;Slovenia;Solomon Islands;Somalia;South Africa;South Sudan;Spain;Sri Lanka;State of Palestine;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian Arab Republic;Tajikistan;TFYR Macedonia;Thailand;Timor-Leste;Togo;Tokelau;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom;United Republic of Tanzania;United States of America;United States Virgin Islands;Uruguay;Uzbekistan;Vanuatu;Venezuela (Bolivarian Republic of);Viet Nam;Wallis and Futuna Islands;Western Sahara;Yemen;Zambia;Zimbabwe
2015;2015212;United States Virgin Islands;56,721;241;926;..;..;..;..;..;..;972;4,587;..;..;501;..;..;..;..;..;..;368;..;..;..;..;..;..;..;..;..;..;2,464;..;..;..;..;..;..;..;..;396;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5,508;4,641;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;590;..;..;..;..;..;..;644;..;..;..;..;..;..;..;..;..;..;..;..;373;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;780;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4,067;..;..;..;..;..;..;..;..;7,100;3,425;..;518;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,759;..;..;..;..;..;..;..;..;..;..;16,861;..;..;..;..;..;..;..;..;..;..;..
2015;2015213;Central America;2,043,212;2,141;22,734;65;4;221;..;..;78;..;119;23,977;139;32;1,035;782;3;96;1;123;83;5;1,526;5,029;1;11;4;3,938;..;..;9,585;..;..;449;..;..;..;3;56;19,398;..;98;5;..;111;11,719;32,482;3,645;1;99,704;..;8;..;23,899;37;176;28,575;31;3;446;136;147;511;..;63;11,570;7,542;357;66,771;..;..;3;82;..;..;1;250;14,509;32;..;1;..;70;14,180;1;4;606;406;35;..;5;95,879;..;..;76;2,042;..;61,853;642;1;6,119;382;598;59;526;..;2,713;9,486;1,634;4,023;251;5;95;..;..;..;4;45;1,658;..;..;49;4;135;15;3;..;105;1;..;..;..;4;..;..;..;33,071;..;1;15;..;4;403;4;110;..;..;8;3,222;..;210;334,667;..;297;..;..;395;3;317;..;14,734;..;1,077;18,229;2,514;1,667;980;2,752;3;11,074;4;..;827;3,394;1;..;1;1;47;1;..;..;..;199;233;107;..;..;98;..;201;69;..;39;368;..;35,613;1;451;1;20;1;907;2,847;543;..;26;311;..;..;..;..;179;4;412;..;..;..;9;1,187;..;6,785;4;931,722;7;4,341;1;..;28,009;186;..;..;30;..;1
2015;2015214;Belize;54,674;302;1,343;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;818;..;..;..;..;..;..;1,930;71;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;9,097;..;..;..;..;..;..;..;..;..;..;..;..;..;..;67;..;..;..;..;..;..;..;23,231;..;..;..;53;..;8,896;..;..;369;..;..;..;..;..;..;..;489;..;..;..;..;..;..;..;..;..;53;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3,472;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;44;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;403;..;4,036;..;..;..;..;..;..;..;..;..;..;..
2015;2015215;Costa Rica;411,697;564;13,384;4;4;12;..;..;3;..;..;1,468;7;32;67;128;3;12;1;3;11;5;292;139;1;11;4;369;..;..;544;..;..;71;..;..;..;3;9;1,408;..;8;5;..;111;1,739;291;3,285;1;21,270;..;8;..;..;3;24;5,756;..;3;..;36;3;63;..;5;1,098;1,272;11;13,900;..;..;3;1;..;..;1;22;873;12;..;1;..;12;1,866;1;4;33;8;8;..;5;2,660;..;..;28;71;..;3,924;74;1;54;17;100;15;29;..;170;2,132;217;283;11;5;8;..;..;..;4;1;88;..;..;11;4;9;15;3;..;4;1;..;..;..;4;..;..;..;3,100;..;1;15;..;4;4;4;12;..;..;8;586;..;17;292,232;..;3;..;..;76;3;9;..;11,424;..;83;3,783;139;302;78;356;3;253;4;..;99;599;1;..;1;1;1;1;..;..;..;13;1;..;..;..;8;..;22;..;..;1;57;..;2,163;1;..;1;20;1;137;672;11;..;26;7;..;..;..;..;34;4;8;..;..;..;9;155;..;519;4;12,673;7;313;1;..;1,381;1;..;..;..;..;1
2015;2015216;El Salvador;42,045;31;96;..;..;..;..;..;..;..;..;216;..;..;27;11;..;..;..;6;40;..;52;339;..;..;..;53;..;..;242;..;..;..;..;..;..;..;..;245;..;..;..;..;..;229;259;8;..;577;..;..;..;876;..;..;128;..;..;..;..;..;..;..;..;72;123;..;..;..;..;..;..;..;..;..;..;214;..;..;..;..;..;227;..;..;..;..;..;..;..;8,885;..;..;..;..;..;11,676;..;..;11;..;18;..;11;..;43;282;10;54;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,714;..;..;..;..;..;..;..;..;..;..;..;33;..;..;7,823;..;..;..;..;..;..;..;..;451;..;11;234;19;..;13;62;..;128;..;..;..;18;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;534;..;46;..;..;..;35;59;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;90;..;5,397;..;75;..;..;242;..;..;..;..;..;..
2015;2015217;Guatemala;78,352;71;2,023;..;..;..;..;..;..;..;..;554;..;..;70;..;..;..;..;..;..;..;..;916;..;..;..;136;..;..;240;..;..;..;..;..;..;..;..;397;..;..;..;..;..;301;657;..;..;1,156;..;..;..;1,162;..;..;660;..;..;..;..;..;..;..;..;109;167;32;19,198;..;..;..;..;..;..;..;..;258;20;..;..;..;..;640;..;..;..;398;..;..;..;..;..;..;..;14;..;8,387;..;..;..;40;18;..;..;..;131;368;..;147;..;..;..;..;..;..;..;..;25;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;17,540;..;..;..;..;..;..;..;..;..;..;..;140;..;..;8,561;..;..;..;..;..;..;26;..;300;..;59;457;67;..;29;101;..;1,786;..;..;..;..;..;..;..;..;..;..;..;..;..;32;..;..;..;..;..;..;..;..;..;..;..;..;1,320;..;46;..;..;..;47;154;78;..;..;..;..;..;..;..;..;..;25;..;..;..;..;..;..;223;..;8,643;..;140;..;..;283;..;..;..;..;..;..
2015;2015218;Honduras;38,317;76;134;..;..;..;..;..;..;..;..;191;..;..;..;..;..;..;..;..;..;..;25;365;..;..;..;147;..;..;237;..;..;..;..;..;..;..;..;349;..;90;..;..;..;309;596;..;..;868;..;..;..;861;..;..;612;..;..;..;62;..;..;..;..;135;461;..;8,853;..;..;..;..;..;..;..;..;144;..;..;..;..;..;292;..;..;..;..;..;..;..;4,607;..;..;..;43;..;..;..;..;..;..;..;..;..;..;90;260;27;139;40;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,567;..;..;..;..;..;..;..;..;..;..;..;91;..;..;7,767;..;..;..;..;..;..;..;..;398;..;35;384;..;..;..;129;..;68;..;..;..;25;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;525;..;154;..;..;..;31;61;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;102;..;6,799;..;66;..;..;102;..;..;..;..;..;..
2015;2015219;Mexico;1,193,155;759;3,526;..;..;96;..;..;75;..;..;18,728;132;..;592;497;..;..;..;72;..;..;842;3,160;..;..;..;2,715;..;..;6,198;..;..;244;..;..;..;..;47;14,121;..;..;..;..;..;7,202;9,945;..;..;20,135;..;..;..;2,468;34;50;17,653;..;..;408;38;97;249;..;..;1,992;2,736;241;10,054;..;..;..;..;..;..;..;182;11,903;..;..;..;..;..;9,723;..;..;248;..;..;..;..;53,128;..;..;..;1,296;..;15,027;509;..;1,180;190;376;44;370;..;1,165;4,936;174;2,988;55;..;87;..;..;..;..;44;966;..;..;..;..;80;..;..;..;73;..;..;..;..;..;..;..;..;..;..;..;..;..;..;320;..;..;..;..;..;1,623;..;143;5,369;..;189;..;..;242;..;198;..;1,756;..;767;8,853;688;1,169;606;1,325;..;8,376;..;..;546;1,563;..;..;..;..;..;..;..;..;..;104;44;80;..;..;44;..;143;69;..;..;265;..;26,909;..;38;..;..;..;412;1,450;189;..;..;160;..;..;..;..;26;..;267;..;..;..;..;452;..;3,360;..;876,528;..;2,947;..;..;15,959;126;..;..;..;..;..
2015;2015220;Nicaragua;40,262;191;1,726;61;..;113;..;..;..;..;119;270;..;..;..;38;..;84;..;..;..;..;44;24;..;..;..;64;..;..;122;..;..;61;..;..;..;..;..;252;..;..;..;..;..;126;139;..;..;447;..;..;..;10,772;..;..;941;..;..;..;..;47;52;..;..;69;111;..;2,444;..;..;..;81;..;..;..;..;148;..;..;..;..;..;300;..;..;..;..;..;..;..;1,762;..;..;..;23;..;12,439;..;..;24;..;..;..;24;..;..;190;20;40;26;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;846;..;..;..;..;..;..;..;..;..;..;..;267;..;..;..;..;24;..;..;..;..;..;..;405;..;..;228;..;..;..;58;..;61;..;..;..;194;..;..;..;..;..;..;..;..;..;..;188;..;..;..;..;..;..;..;..;38;..;..;460;..;..;..;..;..;33;84;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;78;..;71;..;3,606;..;38;..;..;159;..;..;..;30;..;..
2015;2015221;Panama;184,710;147;502;..;..;..;..;..;..;..;..;2,550;..;..;279;108;..;..;..;42;32;..;271;86;..;..;..;454;..;..;2,002;..;..;73;..;..;..;..;..;1,808;..;..;..;..;..;1,813;18,665;281;..;55,251;..;..;..;7,760;..;102;2,825;31;..;38;..;..;147;..;58;8,095;2,672;73;3,225;..;..;..;..;..;..;..;46;969;..;..;..;..;58;1,065;..;..;325;..;27;..;..;1,606;..;..;48;542;..;1,504;59;..;4,481;135;86;..;92;..;1,114;1,318;697;372;119;..;..;..;..;..;..;..;526;..;..;38;..;46;..;..;..;28;..;..;..;..;..;..;..;..;4,832;..;..;..;..;..;79;..;98;..;..;..;482;..;50;12,915;..;37;..;..;77;..;84;..;..;..;122;4,290;1,601;196;254;721;..;402;..;..;182;995;..;..;..;..;46;..;..;..;..;50;..;27;..;..;46;..;36;..;..;..;46;..;3,702;..;167;..;..;..;212;367;265;..;..;144;..;..;..;..;119;..;112;..;..;..;..;502;..;2,017;..;14,040;..;762;..;..;9,883;59;..;..;..;..;..
2015;2015222;South America;5,843,031;41,594;129,812;269;233;641;..;69;8,065;58;73;262,584;712;815;3,586;6,297;6;83;48;87;320;324;6,228;939;34;5;5;514,019;128;5;221,860;..;171;1,189;43;27;1,580;58;228;14,373;1,045;2;83;18;..;275,766;79,639;765;8;1,217,239;2;157;2;4,702;408;2,729;25,628;262;77;3,346;1,028;132;1,840;..;879;17,128;83,328;4,496;2,750;68;30;407;86;2;57;9;1,178;56,500;911;5;41;35;93;59,874;164;19;4,065;20;403;2,028;5;2,314;84;1,133;28,412;21,335;2;1,984;4,447;613;2,650;1,240;1,382;836;1,082;2;5,663;271,423;695;72,675;1,927;59;90;102;134;10;1,092;489;24,982;12;48;326;102;1,367;219;62;20;292;13;98;76;..;2,702;3;5;2;28,609;6;169;3;300;2;2,096;1,815;25;65;7;74;11,367;5;845;4,076;29;1,613;6;7;1,698;28;679;29;5,754;6;733,667;469,497;1,441;15,860;225,857;1,930;27;24,553;472;358;5,746;7,959;22;658;49;1,713;2;551;..;59;82;2,314;249;1,368;35;11;217;71;399;1,231;1;17;22,858;..;266,928;59;1,294;60;35,761;5;3,446;10,163;19,732;11;1,954;745;59;32;..;276;4,047;170;1,595;30;5;4;83;6,649;86;34,898;119;110,218;2;173,998;41;227;73,106;241;2;5;..;8;154
2015;2015223;Argentina;2,086,302;13,247;30,910;9;66;104;..;1;9;..;..;..;561;1;275;1,022;..;..;12;..;7;304;537;6;..;..;..;419,048;..;..;48,792;..;1;295;11;..;24;20;..;530;..;..;..;..;..;213,119;14,397;4;..;8,640;..;42;..;123;1;986;1,106;..;47;1,793;14;..;245;..;4;684;955;238;73;..;..;49;32;..;..;1;70;8,160;..;..;..;..;..;9,242;..;14;1,017;15;11;..;..;96;1;..;..;41;..;66;816;8;97;21;137;37;64;..;557;152,338;11;4,453;73;..;2;..;..;..;283;124;791;..;..;51;78;392;96;7;..;2;..;..;2;..;..;..;..;..;1,450;4;10;..;..;..;212;11;9;2;..;..;387;..;11;91;1;43;..;..;58;..;5;..;161;..;679,044;195,320;58;7,315;4,961;75;..;8,154;456;..;1,078;1,884;..;..;..;..;..;..;..;16;..;80;..;..;..;..;2;..;..;810;..;2;126;..;98,050;2;..;8;5;..;204;794;1,125;..;1,489;60;..;..;..;..;34;45;635;..;..;4;1;4,408;..;943;1;5,135;..;132,749;..;8;1,240;5;..;..;..;1;2
2015;2015224;Bolivia (Plurinational State of);142,989;2,608;870;1;1;3;..;..;6;..;..;42,691;5;2;228;159;1;..;..;28;..;5;377;905;1;..;..;..;10;..;25,688;..;..;24;..;..;128;..;12;1,380;20;..;65;..;..;4,730;1,127;2;..;2,964;..;7;..;146;3;38;1,770;167;2;52;10;3;107;..;3;116;1,002;21;127;..;..;6;2;..;..;..;40;1,237;1;..;..;..;2;2,022;14;..;26;..;..;..;..;142;9;..;5;15;..;231;27;2;107;10;62;10;77;2;182;1,427;7;1,660;16;23;14;..;5;5;..;..;37;..;2;3;..;9;6;5;7;8;..;1;5;..;..;1;..;..;9,522;..;..;1;2;..;24;3;..;..;..;6;382;..;64;111;..;13;1;..;97;..;23;..;109;1;4,285;11,282;47;218;175;38;1;505;8;..;72;328;1;..;..;..;..;..;..;..;..;13;8;21;..;2;1;48;20;9;1;3;17;..;12,181;2;13;2;..;..;293;659;2;1;12;9;..;1;..;..;5;1;37;..;..;..;..;114;..;903;5;4,896;..;509;5;..;773;12;..;..;..;2;3
2015;2015225;Brazil;716,568;1,095;15,864;69;..;219;..;12;7,694;..;..;34,699;63;..;703;2,791;..;18;31;54;33;10;2,022;6;31;..;..;46,336;82;..;..;..;170;284;30;25;1,426;33;166;1,894;..;..;13;..;..;18,422;23,156;..;..;8,179;..;95;..;461;396;683;2,479;..;..;533;172;116;589;..;25;372;2,065;3,720;272;66;..;217;12;..;..;..;617;11,411;844;..;36;..;76;19,389;73;..;1,839;..;31;..;..;348;69;1,128;2,264;65;..;151;1,821;576;1,052;869;638;609;205;..;2,401;44,366;165;58,564;1,258;29;54;102;24;..;6;169;14,726;..;41;114;19;754;64;42;11;145;11;7;33;..;..;..;..;..;3,198;..;151;..;26;..;606;1,702;14;58;..;60;3,968;..;326;438;16;1,335;..;..;685;23;307;24;621;..;46,857;17,931;426;4,157;164,705;..;..;10,239;..;..;2,036;1,656;16;..;36;173;..;35;..;41;70;391;222;517;35;7;137;..;253;211;..;..;1,894;..;36,691;48;..;45;325;..;757;3,563;2,461;8;46;549;59;11;..;..;224;95;432;25;..;..;77;875;39;5,905;105;21,068;..;28,708;31;..;3,425;152;..;..;..;..;122
2015;2015226;Chile;469,436;..;..;15;25;44;..;8;56;15;13;70,415;12;5;998;536;5;2;5;5;5;5;843;2;2;5;5;37,554;12;5;18,243;..;..;94;2;2;2;5;5;1,847;..;2;5;18;..;..;9,439;53;8;23,471;2;13;2;467;8;381;3,049;..;13;146;5;13;233;..;30;278;23,471;82;233;2;2;44;5;2;5;8;133;3,169;2;5;5;2;2;12,169;7;5;196;5;5;7;5;227;5;5;15;44;2;240;330;12;552;87;82;25;128;..;539;3,780;23;815;84;7;20;..;8;5;2;36;204;12;5;23;5;18;15;8;2;25;2;90;15;..;5;2;5;2;1,739;2;8;2;..;2;87;46;2;5;7;8;656;5;141;240;12;20;5;7;342;5;163;5;516;5;1,226;178,385;202;444;251;184;26;1,070;8;5;360;590;5;335;13;62;2;5;..;2;12;18;5;..;..;2;59;..;53;39;..;12;20,457;..;8,834;7;703;5;5;5;1,257;1,035;306;2;406;36;..;20;..;276;12;15;258;5;5;..;5;163;5;18,161;8;8,058;2;2,288;5;2;4,134;12;2;5;..;5;12
2015;2015227;Colombia;139,134;576;239;120;51;26;..;48;55;43;41;3,343;..;321;229;218;..;..;..;..;..;..;454;..;..;..;..;855;..;..;2,441;..;..;88;..;..;..;..;..;1,028;..;..;..;..;..;2,114;2,128;36;..;..;..;..;..;1,103;..;59;1,902;95;..;41;209;..;95;..;51;401;14,872;146;400;..;..;22;..;..;..;..;49;2,154;..;..;..;..;..;2,467;..;..;122;..;..;..;..;480;..;..;20;120;..;368;146;..;150;87;123;23;136;..;489;2,934;62;754;186;..;..;..;26;..;..;20;1,225;..;..;..;..;47;23;..;..;..;..;..;..;..;..;..;..;..;2,982;..;..;..;..;..;73;..;..;..;..;..;368;..;53;598;..;48;..;..;86;..;43;..;2,159;..;226;5,271;100;266;119;577;..;286;..;..;231;703;..;..;..;..;..;..;..;..;..;73;..;..;..;..;..;23;..;30;..;..;55;..;6,928;..;..;..;..;..;190;709;142;..;..;..;..;..;..;..;39;..;49;..;..;..;..;236;42;1,293;..;19,690;..;454;..;217;48,714;..;..;..;..;..;..
2015;2015228;Ecuador;387,513;10,696;60,613;55;71;48;..;..;42;..;..;5,399;37;..;373;546;..;48;..;..;..;..;855;..;..;..;..;1,528;..;..;2,654;..;..;194;..;..;..;..;45;2,341;..;..;..;..;..;11,341;2,928;97;..;194,733;..;..;..;938;..;81;2,994;..;..;315;485;..;183;..;..;353;..;84;522;..;..;..;..;..;52;..;126;2,264;..;..;..;33;..;4,405;37;..;71;..;..;..;..;430;..;..;..;96;..;469;216;..;228;64;192;34;199;..;520;3,845;37;734;71;..;..;..;..;..;..;..;443;..;..;..;..;..;..;..;..;34;..;..;..;..;..;..;..;..;2,258;..;..;..;..;..;48;..;..;..;..;..;829;..;112;392;..;49;..;..;235;..;52;..;964;..;242;13,705;125;312;366;500;..;810;..;..;302;1,495;..;..;..;..;..;..;..;..;..;88;..;..;..;..;..;..;49;..;..;..;122;..;7,473;..;97;..;..;..;349;1,962;64;..;1;..;..;..;..;..;45;..;..;..;..;..;..;401;..;2,158;..;26,802;..;958;..;..;8,901;48;..;..;..;..;..
2015;2015229;Falkland Islands (Malvinas);1,571;42;23;..;..;..;..;..;..;..;..;26;..;..;42;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;198;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;26;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;323;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;872;..;19;..;..;..;..;..;..;..;..;..;..;..
2015;2015230;French Guiana;106,108;557;1,783;..;..;83;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;130;..;..;..;..;..;..;..;19,481;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,246;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;723;..;..;..;..;..;..;..;..;..;..;..;..;20,934;..;..;..;..;..;..;..;..;..;..;..;2,021;..;..;..;..;3,675;19,005;..;..;..;..;..;..;..;..;..;..;..;118;..;..;..;..;..;..;..;..;801;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,654;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;506;..;..;..;..;..;..;..;353;..;..;..;..;..;1,253;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;30,785;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2015;2015231;Guyana;15,384;267;610;..;..;..;..;..;..;..;19;..;..;..;..;..;..;15;..;..;268;..;..;..;..;..;..;..;..;..;2,135;..;..;..;..;..;..;..;..;400;..;..;..;..;..;..;1,149;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;43;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;193;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;295;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;219;..;368;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4,595;..;..;..;..;..;..;..;..;..;..;..;880;..;..;..;..;..;..;..;..;574;..;1,255;..;..;..;..;2,099;..;..;..;..;..;..
2015;2015232;Paraguay;156,462;1,239;2,559;..;..;..;..;..;..;..;..;57,056;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,009;..;..;73,715;..;..;..;..;..;..;..;..;2,281;..;..;..;..;..;2,109;780;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;614;..;..;..;..;..;1,659;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;876;..;1,983;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,605;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;872;..;..;..;2,547;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;883;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;174;..;1,576;..;2,925;..;..;..;..;..;..;..;..;..
2015;2015233;Peru;91,481;883;1,074;..;..;19;..;..;15;..;..;11,354;..;..;590;197;..;..;..;..;..;..;615;..;..;..;..;5,722;..;..;4,859;..;..;68;..;..;..;..;..;1,223;..;..;..;..;..;7,182;4,086;..;..;5,937;..;..;..;337;..;91;905;..;..;90;87;..;243;..;..;181;3,990;20;108;..;..;17;..;..;..;..;71;2,309;34;..;..;..;..;2,926;..;..;59;..;..;..;..;163;..;..;..;49;..;165;64;15;206;43;58;19;211;..;507;3,345;..;3,353;39;..;..;..;..;..;..;..;70;..;..;..;..;..;15;..;..;44;..;..;21;..;..;..;..;..;1,491;..;..;..;..;..;38;..;..;..;..;..;678;..;94;161;..;..;..;..;105;..;72;..;344;..;545;..;322;198;129;137;..;665;..;..;183;629;..;..;..;..;..;22;..;..;..;33;..;..;..;..;..;..;..;29;..;..;116;..;5,075;..;..;..;..;..;282;780;..;..;..;21;..;..;..;..;..;..;52;..;..;..;..;241;..;1,658;..;9,853;..;612;..;..;3,237;..;..;..;..;..;..
2015;2015234;Suriname;46,836;5,763;13,586;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5,456;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5,338;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;13,284;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3,409;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
